match_id,start_time,source_stream,recency_window
8107454803,1735687572,pro_matches,2023_2024
8107417584,1735684585,pro_matches,2023_2024
8107371640,1735681102,pro_matches,2023_2024
8107336076,1735678077,pro_matches,2023_2024
8107301381,1735675527,pro_matches,2023_2024
8107135919,1735666055,pro_matches,2023_2024
8107089583,1735663830,pro_matches,2023_2024
8107047030,1735661926,pro_matches,2023_2024
8107002711,1735659919,pro_matches,2023_2024
8106951286,1735657750,pro_matches,2023_2024
8106937610,1735657128,pro_matches,2023_2024
8106894131,1735655443,pro_matches,2023_2024
8106857839,1735653958,pro_matches,2023_2024
8106830414,1735652813,pro_matches,2023_2024
8106766093,1735650489,pro_matches,2023_2024
8106734263,1735648756,pro_matches,2023_2024
8106653430,1735644885,pro_matches,2023_2024
8106616493,1735643056,pro_matches,2023_2024
8106605273,1735642383,pro_matches,2023_2024
8106604997,1735642343,pro_matches,2023_2024
8106561995,1735639999,pro_matches,2023_2024
8106560136,1735639817,pro_matches,2023_2024
8106544191,1735638768,pro_matches,2023_2024
8106522960,1735637502,pro_matches,2023_2024
8106520248,1735637323,pro_matches,2023_2024
8106506935,1735636392,pro_matches,2023_2024
8106495731,1735635665,pro_matches,2023_2024
8106493282,1735635569,pro_matches,2023_2024
8106483338,1735634882,pro_matches,2023_2024
8106456242,1735633053,pro_matches,2023_2024
8106456080,1735632998,pro_matches,2023_2024
8106443165,1735632107,pro_matches,2023_2024
8106428173,1735631053,pro_matches,2023_2024
8106406730,1735629398,pro_matches,2023_2024
8106394762,1735628566,pro_matches,2023_2024
8106394230,1735628434,pro_matches,2023_2024
8106378536,1735627245,pro_matches,2023_2024
8106365083,1735626113,pro_matches,2023_2024
8106350963,1735624867,pro_matches,2023_2024
8106344696,1735624346,pro_matches,2023_2024
8106334532,1735623472,pro_matches,2023_2024
8106316968,1735621953,pro_matches,2023_2024
8106309436,1735621417,pro_matches,2023_2024
8106215514,1735612997,pro_matches,2023_2024
8106186284,1735610349,pro_matches,2023_2024
8106163025,1735608161,pro_matches,2023_2024
8106132943,1735605373,pro_matches,2023_2024
8106100109,1735602540,pro_matches,2023_2024
8106062563,1735599765,pro_matches,2023_2024
8106060055,1735599554,pro_matches,2023_2024
8106019580,1735597012,pro_matches,2023_2024
8106001128,1735595885,pro_matches,2023_2024
8105972699,1735594492,pro_matches,2023_2024
8105940278,1735592814,pro_matches,2023_2024
8105921800,1735591939,pro_matches,2023_2024
8105862540,1735589184,pro_matches,2023_2024
8105855560,1735588967,pro_matches,2023_2024
8105793073,1735586287,pro_matches,2023_2024
8105729510,1735583590,pro_matches,2023_2024
8105643257,1735580097,pro_matches,2023_2024
8105571510,1735577259,pro_matches,2023_2024
8105505801,1735574833,pro_matches,2023_2024
8105447844,1735572562,pro_matches,2023_2024
8105419802,1735571521,pro_matches,2023_2024
8105379316,1735570115,pro_matches,2023_2024
8105311675,1735567659,pro_matches,2023_2024
8105291689,1735566949,pro_matches,2023_2024
8105246302,1735565332,pro_matches,2023_2024
8105193173,1735563287,pro_matches,2023_2024
8105174911,1735562552,pro_matches,2023_2024
8105131534,1735560750,pro_matches,2023_2024
8105115908,1735560082,pro_matches,2023_2024
8105070081,1735558078,pro_matches,2023_2024
8105068915,1735557949,pro_matches,2023_2024
8105032351,1735556129,pro_matches,2023_2024
8105012507,1735555165,pro_matches,2023_2024
8104985960,1735553532,pro_matches,2023_2024
8104980655,1735553456,pro_matches,2023_2024
8104975374,1735552936,pro_matches,2023_2024
8104970051,1735552600,pro_matches,2023_2024
8104930096,1735550161,pro_matches,2023_2024
8104927749,1735549992,pro_matches,2023_2024
8104919450,1735549434,pro_matches,2023_2024
8104907324,1735548649,pro_matches,2023_2024
8104895136,1735547956,pro_matches,2023_2024
8104883686,1735547096,pro_matches,2023_2024
8104863068,1735545653,pro_matches,2023_2024
8104836232,1735543564,pro_matches,2023_2024
8104834488,1735543457,pro_matches,2023_2024
8104832733,1735543340,pro_matches,2023_2024
8104805333,1735541131,pro_matches,2023_2024
8104794249,1735540247,pro_matches,2023_2024
8104778341,1735538756,pro_matches,2023_2024
8104771297,1735538176,pro_matches,2023_2024
8104763516,1735537459,pro_matches,2023_2024
8104749398,1735536166,pro_matches,2023_2024
8104740591,1735535305,pro_matches,2023_2024
8104679503,1735529678,pro_matches,2023_2024
8104656020,1735527542,pro_matches,2023_2024
8104630758,1735525260,pro_matches,2023_2024
8104602577,1735522691,pro_matches,2023_2024
8104565673,1735519209,pro_matches,2023_2024
8104547094,1735517555,pro_matches,2023_2024
8104536328,1735516730,pro_matches,2023_2024
8104508435,1735514522,pro_matches,2023_2024
8104499902,1735514093,pro_matches,2023_2024
8104455092,1735511204,pro_matches,2023_2024
8104454235,1735511013,pro_matches,2023_2024
8104404849,1735508561,pro_matches,2023_2024
8104347240,1735505521,pro_matches,2023_2024
8104344745,1735505389,pro_matches,2023_2024
8104280639,1735502755,pro_matches,2023_2024
8104284877,1735502725,pro_matches,2023_2024
8104238862,1735500795,pro_matches,2023_2024
8103991249,1735490993,pro_matches,2023_2024
8103918087,1735488301,pro_matches,2023_2024
8103797171,1735484061,pro_matches,2023_2024
8103709298,1735481018,pro_matches,2023_2024
8103628722,1735478256,pro_matches,2023_2024
8103496019,1735473356,pro_matches,2023_2024
8103422225,1735470266,pro_matches,2023_2024
8103352524,1735466896,pro_matches,2023_2024
8103305931,1735464505,pro_matches,2023_2024
8103268170,1735462525,pro_matches,2023_2024
8103249024,1735461506,pro_matches,2023_2024
8103222252,1735460057,pro_matches,2023_2024
8103179958,1735457633,pro_matches,2023_2024
8103155076,1735456100,pro_matches,2023_2024
8103110531,1735453303,pro_matches,2023_2024
8103070955,1735450519,pro_matches,2023_2024
8103040298,1735448197,pro_matches,2023_2024
8103010005,1735445857,pro_matches,2023_2024
8102741926,1735423868,pro_matches,2023_2024
8102675449,1735420674,pro_matches,2023_2024
8102594658,1735416803,pro_matches,2023_2024
8102502667,1735412673,pro_matches,2023_2024
8102424011,1735409516,pro_matches,2023_2024
8102275414,1735403910,pro_matches,2023_2024
8102194039,1735401087,pro_matches,2023_2024
8102027639,1735395317,pro_matches,2023_2024
8101916387,1735391394,pro_matches,2023_2024
8101813510,1735387348,pro_matches,2023_2024
8101750904,1735384565,pro_matches,2023_2024
8101659676,1735379886,pro_matches,2023_2024
8101592620,1735376179,pro_matches,2023_2024
8101565491,1735374693,pro_matches,2023_2024
8101517864,1735371843,pro_matches,2023_2024
8101485026,1735369887,pro_matches,2023_2024
8101449096,1735367221,pro_matches,2023_2024
8101406481,1735364128,pro_matches,2023_2024
8101377917,1735361806,pro_matches,2023_2024
8101349031,1735359471,pro_matches,2023_2024
8101310643,1735356144,pro_matches,2023_2024
8101285611,1735354029,pro_matches,2023_2024
8101259654,1735351754,pro_matches,2023_2024
8101236320,1735349600,pro_matches,2023_2024
8101208281,1735346875,pro_matches,2023_2024
8101194798,1735345528,pro_matches,2023_2024
8101183107,1735344459,pro_matches,2023_2024
8101151055,1735341702,pro_matches,2023_2024
8101151268,1735341631,pro_matches,2023_2024
8101122190,1735339432,pro_matches,2023_2024
8101089340,1735337192,pro_matches,2023_2024
8101084603,1735336973,pro_matches,2023_2024
8101043845,1735334500,pro_matches,2023_2024
8101042141,1735334375,pro_matches,2023_2024
8100993574,1735331899,pro_matches,2023_2024
8100981983,1735331316,pro_matches,2023_2024
8100947333,1735329715,pro_matches,2023_2024
8100844725,1735325258,pro_matches,2023_2024
8100817466,1735324345,pro_matches,2023_2024
8100769193,1735322113,pro_matches,2023_2024
8100757521,1735321682,pro_matches,2023_2024
8100736566,1735321229,pro_matches,2023_2024
8100715477,1735319968,pro_matches,2023_2024
8100703699,1735319555,pro_matches,2023_2024
8100684946,1735318792,pro_matches,2023_2024
8100645496,1735317884,pro_matches,2023_2024
8100633253,1735316938,pro_matches,2023_2024
8100591261,1735315249,pro_matches,2023_2024
8100577430,1735314814,pro_matches,2023_2024
8100552564,1735314266,pro_matches,2023_2024
8100550283,1735313738,pro_matches,2023_2024
